epoch,minibatch,loss
11,400,1.2280475330352782
11,450,1.3662962162494658
11,500,1.5086180615425109
12,0,0.8965846264362335
12,50,1.4728474259376525
12,100,1.4409534454345703
12,150,1.6489476835727692
12,200,1.3896827483177185
12,250,1.4697534465789794
12,300,1.355114793777466
12,350,1.3122530889511108
12,400,1.2064009141921996
12,450,1.3421470272541045
12,500,1.4849186432361603
13,0,0.8825627589225769
13,50,1.4424378263950348
13,100,1.4189535474777222
13,150,1.621042664051056
13,200,1.3674806427955628
13,250,1.4473335838317871
13,300,1.3350854587554932
13,350,1.2933357775211334
13,400,1.1889370942115784
13,450,1.3214049470424651
13,500,1.4646719193458557
14,0,0.8710324251651764
14,50,1.417093381881714
14,100,1.399503344297409
14,150,1.593597778081894
14,200,1.3495896196365356
14,250,1.4284038496017457
14,300,1.317619789838791
14,350,1.2767196369171143
14,400,1.1736779856681823
14,450,1.3031518185138702
14,500,1.4460342061519622
15,0,0.8607194936275482
15,50,1.393523654937744
15,100,1.3812151205539704
15,150,1.5683780443668365
15,200,1.3337338316440581
15,250,1.4123222374916076
15,300,1.301896812915802
15,350,1.2617067503929138
15,400,1.1597676825523378
15,450,1.2857438218593598
15,500,1.428632652759552
16,0,0.851292417049408
16,50,1.3719262945652009
16,100,1.363655424118042
16,150,1.5448444259166718
16,200,1.3194832217693329
16,250,1.3967652523517609
16,300,1.2871579623222351
16,350,1.2477158296108246
16,400,1.1465258634090423
16,450,1.2688572108745575
16,500,1.4116001546382904
17,0,0.842445763349533
17,50,1.3514497673511505
17,100,1.3472250783443451
17,150,1.5225515294075012
17,200,1.3061148726940155
17,250,1.3812395000457764
17,300,1.2730542826652527
17,350,1.2344803714752197
17,400,1.1340973687171936
17,450,1.2528468215465545
17,500,1.3959765422344208
18,0,0.8342419934272766
18,50,1.3319399404525756
18,100,1.3315352928638458
18,150,1.5030014419555664
18,200,1.2945685946941377
18,250,1.3656328892707825
18,300,1.259967452287674
18,350,1.2218204760551452
18,400,1.1223194706439972
18,450,1.2371411681175233
18,500,1.3812430417537689
19,0,0.8266112875938415
19,50,1.3153932964801789
19,100,1.3179307413101196
19,150,1.4845330440998077
19,200,1.2814962661266327
19,250,1.3495702469348907
19,300,1.2458917129039764
19,350,1.2096524953842163
19,400,1.1105564939975738
19,450,1.223281179666519
19,500,1.3695598435401917
20,0,0.8193405771255493
20,50,1.300069634914398
20,100,1.3019293296337127
20,150,1.4625492310523986
20,200,1.2692747163772582
20,250,1.3355155062675477
20,300,1.2337672793865204
20,350,1.1981477117538453
20,400,1.1000263369083405
20,450,1.2095483934879303
20,500,1.3557082033157348
21,0,0.812237743139267
21,50,1.2857380867004395
21,100,1.2884310984611511
21,150,1.4433630156517028
21,200,1.257646737098694
21,250,1.3199522757530213
21,300,1.2218485355377198
21,350,1.1873494386672974
21,400,1.0902212059497833
21,450,1.1967238771915436
21,500,1.342409883737564
22,0,0.8051764750480652
22,50,1.2704081273078918
22,100,1.2748382270336152
22,150,1.4263678896427154
22,200,1.245370864868164
22,250,1.3054652416706085
22,300,1.2111922788619995
22,350,1.1770673656463624
22,400,1.0811920702457427
22,450,1.1838317334651947
22,500,1.3291280031204225
23,0,0.7986882364749909
23,50,1.2562239396572112
23,100,1.2626010406017303
23,150,1.4081626415252686
23,200,1.2338461875915527
23,250,1.2911783754825592
23,300,1.2004202437400817
23,350,1.1670292711257935
23,400,1.072427852153778
23,450,1.1713936042785644
23,500,1.3175610148906707
24,0,0.7927252697944641
24,50,1.2427905642986297
24,100,1.2500340020656586
24,150,1.3908573174476624
24,200,1.2226135015487671
24,250,1.276712760925293
24,300,1.1905018985271454
24,350,1.159804494380951
24,400,1.0654112553596498
24,450,1.1592781460285186
24,500,1.305538204908371
