epoch,minibatch,loss
0,0,0.09051727294921875
0,50,4.0213023853302
0,100,3.5351845359802248
0,150,3.5478146839141846
0,200,3.4137770652771
0,250,3.3033080530166625
0,300,3.152107877731323
0,350,3.084233546257019
0,400,2.9466772937774657
0,450,2.8793970251083376
0,500,2.812725892066956
1,0,1.9966131114959718
1,50,2.774001326560974
1,100,2.605595576763153
1,150,2.785506844520569
1,200,2.4304495787620546
1,250,2.452671983242035
1,300,2.5501737785339356
1,350,2.3058786296844485
1,400,2.0925866413116454
1,450,2.1559823536872864
1,500,2.198482377529144
2,0,1.4291572523117066
3,0,0.04789493560791016
3,50,2.223280189037323
3,100,2.0974545955657957
3,150,2.3461807990074157
3,200,1.995093996524811
3,250,2.059905128479004
3,300,1.9060077953338623
3,350,1.8113653254508972
3,400,1.675168776512146
3,450,1.7995869946479797
3,500,1.9425058341026307
4,0,1.1978527879714966
4,50,1.9454729795455932
4,100,1.8486969184875488
4,150,2.112406930923462
4,200,1.761782648563385
4,250,1.8474836015701295
4,300,1.688442623615265
4,350,1.6097325086593628
4,400,1.4998830723762513
4,450,1.6394619607925416
4,500,1.7974229383468627
5,0,1.0859486389160156
5,50,1.7756397771835326
5,100,1.7104555678367614
5,150,1.9669543862342835
5,200,1.6410939955711366
5,250,1.7307093405723573
5,300,1.575484049320221
5,350,1.50447518825531
5,400,1.405330183506012
5,450,1.5416668105125426
5,500,1.710981352329254
6,0,1.0209471082687378
6,50,1.6660625863075256
6,100,1.6233203125
6,150,1.8725252270698547
6,200,1.564364366531372
6,250,1.6533270740509034
6,300,1.5026345825195313
6,350,1.4345549416542054
6,400,1.3393706381320953
6,450,1.4717070734500886
6,500,1.6434921991825104
7,0,0.9753991198539734
7,50,1.5913800239562987
7,100,1.5622226428985595
7,150,1.8026364970207214
7,200,1.5031566643714904
7,250,1.5912869453430176
7,300,1.4496747994422912
7,350,1.3811261141300202
7,400,1.288057942390442
7,450,1.4181294906139374
7,500,1.5880790174007415
8,0,0.9410957646369934
8,50,1.533303326368332
8,100,1.5137105357646943
8,150,1.7464828610420227
8,200,1.4582069158554076
8,250,1.543875275850296
8,300,1.408236504793167
8,350,1.33891437292099
8,400,1.2460110354423524
8,450,1.3757088494300842
8,500,1.5457847344875335
9,0,0.9132322537899017
9,50,1.4916637635231018
9,100,1.4723393309116364
9,150,1.6964583969116211
9,200,1.4224391531944276
9,250,1.5069866168498993
9,300,1.3766606044769287
9,350,1.3038671875
9,400,1.2097351562976837
9,450,1.342660984992981
9,500,1.5096042680740356
10,0,0.8908476638793945
10,50,1.46398623585701
10,100,1.4384053826332093
10,150,1.6516914689540863
10,200,1.397214915752411
10,250,1.4744663870334624
10,300,1.3473144590854644
10,350,1.2726168072223663
10,400,1.1778689849376678
10,450,1.3123422741889954
10,500,1.4755429863929748
11,0,0.8694349479675293
11,50,1.4240147459506989
11,100,1.4079247891902924
11,150,1.608500325679779
11,200,1.3725457108020782
11,250,1.4427593266963958
11,300,1.3209177982807159
11,350,1.2441158020496368
11,400,1.1502167534828187
11,450,1.2816830813884734
11,500,1.4438298404216767
12,0,0.8511345684528351
12,50,1.386017655134201
12,100,1.3825084507465362
12,150,1.5669427287578583
12,200,1.342957046031952
12,250,1.4148969805240632
12,300,1.2963714969158173
12,350,1.218603994846344
12,400,1.126484693288803
12,450,1.2522039544582366
12,500,1.413427040576935
13,0,0.8340851879119873
13,50,1.357455542087555
13,100,1.356986837387085
13,150,1.5251090502738953
13,200,1.3168629062175752
13,250,1.3822521817684175
13,300,1.2693041157722473
13,350,1.194854007959366
13,400,1.1063598537445067
13,450,1.2258785927295686
13,500,1.3826194941997527
14,0,0.8202137136459351
14,50,1.330971316099167
14,100,1.3333776116371154
14,150,1.4876453733444215
14,200,1.291246666908264
14,250,1.3504656946659088
14,300,1.2456509268283844
14,350,1.1725696420669556
14,400,1.0881929779052735
14,450,1.201995437145233
14,500,1.3559112358093262
15,0,0.8073210167884827
15,50,1.3058149766921998
15,100,1.31241317987442
15,150,1.4504704082012176
15,200,1.2697289502620697
15,250,1.3217013549804688
15,300,1.2291228806972503
15,350,1.1529651927947997
15,400,1.0730906796455384
15,450,1.181535302400589
15,500,1.3338369262218475
16,0,0.7953197634220124
16,50,1.2809387397766114
16,100,1.292179080247879
16,150,1.4161603009700776
16,200,1.2477122330665589
16,250,1.2974669337272644
16,300,1.204792617559433
16,350,1.1329747748374939
16,400,1.0565415239334106
16,450,1.1605573868751526
16,500,1.3126240026950837
17,0,0.7848354303836822
17,50,1.2558281636238098
17,100,1.2718740248680114
17,150,1.3830475211143494
17,200,1.2261569547653197
17,250,1.2715177619457245
17,300,1.1841331470012664
17,350,1.1155549705028533
17,400,1.0422088706493378
17,450,1.1399560213088988
17,500,1.2917596983909607
18,0,0.773678719997406
18,50,1.2350638401508331
18,100,1.2551244044303893
18,150,1.3514207088947296
18,200,1.2096576058864594
18,250,1.2476594996452333
18,300,1.1657138419151307
18,350,1.0987695169448852
18,400,1.0276661777496339
18,450,1.1186418718099593
18,500,1.2700851142406464
19,0,0.7635613918304444
19,50,1.20980322599411
19,100,1.2367815637588502
19,150,1.3232041144371032
19,200,1.1912302625179292
19,250,1.2232951509952545
19,300,1.1481296706199646
19,350,1.083324556350708
19,400,1.0148662328720093
19,450,1.0987659496068956
19,500,1.254250146150589
20,0,0.7539428853988648
20,50,1.191889958381653
20,100,1.221974413394928
20,150,1.297651139497757
20,200,1.1744780516624451
20,250,1.199711047410965
20,300,1.1341833209991454
20,350,1.0686855387687684
20,400,1.0017154002189637
20,450,1.0766505360603333
20,500,1.2360714280605316
21,0,0.7430018889904022
21,50,1.1701102983951568
21,100,1.2035844469070434
21,150,1.2734738779067993
21,200,1.1564130437374116
21,250,1.1808813643455505
21,300,1.1186913204193116
21,350,1.05297945022583
21,400,0.9893002605438233
21,450,1.05815456032753
21,500,1.2150707519054413
22,0,0.7341768920421601
22,50,1.148079172372818
22,100,1.1857427597045898
22,150,1.2512282133102417
22,200,1.1438388240337372
22,250,1.1615457451343536
22,300,1.105675539970398
22,350,1.0391965746879577
22,400,0.9777782618999481
22,450,1.0391410386562348
22,500,1.1999099576473236
23,0,0.7255048274993896
23,50,1.1286522567272186
23,100,1.168113054037094
23,150,1.2348328065872192
23,200,1.1265681850910187
23,250,1.1388536512851715
23,300,1.0930456161499023
23,350,1.0242623233795165
23,400,0.9662006366252899
23,450,1.0266445583105088
23,500,1.183652640581131
24,0,0.7175055539608002
24,50,1.1064706599712373
24,100,1.1479049277305604
24,150,1.2163160514831544
24,200,1.1161010921001435
24,250,1.1211103570461274
24,300,1.0798106575012207
24,350,1.0139983010292053
24,400,0.9537923121452332
24,450,1.0112590116262437
24,500,1.1655102276802063
