,loss
204,1.8715408849716186
205,1.7212982511520385
206,2.009156105518341
207,1.565833294391632
208,1.6826067411899566
209,1.7733898782730102
210,1.72419429063797
211,1.639096508026123
212,1.8942700791358948
213,1.6905132555961608
214,1.634952552318573
215,1.5105709218978882
216,1.5444385600090027
217,1.6493043780326844
218,1.5247798228263856
219,1.4843740630149842
220,1.72047292470932
221,1.7097051906585694
222,1.7282510638236999
223,1.6674073028564453
224,1.5848915600776672
225,1.4554061114788055
226,1.4724389541149139
227,1.4681221413612366
228,1.4735633361339568
229,2.4845940852165223
230,2.0613471388816835
231,1.8575576013326645
232,1.6843520158529282
233,1.656260792016983
234,1.9399706363677978
235,1.8399088102579118
236,1.8125411504507065
237,1.4652704945206643
238,1.2538216561079025
239,1.6320674607157708
240,2.0667866933345795
241,1.6430988329648972
242,1.5086487805843354
243,1.424217274785042
244,1.6100086987018585
245,1.3971337568759918
246,1.6029762896895408
247,1.41219258248806
248,1.658011564910412
249,1.5428801384568214
250,1.747606676518917
251,1.974152613580227
252,1.6446389245986939
253,1.4705762648582459
254,1.5814077165722846
255,1.8901771321892737
256,1.6859312018752097
257,1.580542378425598
258,1.5830790132284165
259,1.5989370796084403
260,1.8915734055638314
261,2.0267547965049744
262,2.00867796421051
263,2.2034189391136167
264,1.9419190692901611
265,1.91732666015625
266,1.714928640127182
267,1.3778375491499901
268,1.667744803726673
269,1.3458640405535698
270,1.2311208003759384
271,1.7039045441150664
272,1.7513520836830139
273,1.5908549451828002
274,1.7241831016540528
275,1.498930380344391
276,1.5268757688999175
277,1.9481816053390504
278,1.781808044910431
279,1.6810407447814941
280,1.7774442267417907
281,1.6376435554027557
282,1.9263033199310302
283,1.4872527277469636
284,1.6053789162635803
285,1.6978511142730712
286,1.6605344414710999
287,1.5653306531906128
288,1.810600869655609
289,1.6143957304954528
290,1.56328919172287
291,1.4443042540550233
292,1.484706482887268
293,1.593052432537079
294,1.4435802114009857
295,1.4351879954338074
296,1.631733717918396
297,1.6325452089309693
298,1.6658292627334594
299,1.6077680444717408
300,1.5114057660102844
301,1.3936470818519593
302,1.4165178787708284
303,1.4107441449165343
304,1.4177374994754792
305,2.3243272626399993
306,1.8953250741958618
307,1.7657270860671996
308,1.595753360390663
309,1.585863263309002
310,1.854042734503746
311,1.7599995672702788
312,1.7464506807923317
313,1.3634291791915893
314,1.1634995794296266
315,1.5516015890240669
316,2.00299277305603
317,1.5433057945966722
318,1.4331851848959922
319,1.350859315097332
320,1.5316185513138771
321,1.3104471716284751
322,1.531111988723278
323,1.3539444154500961
324,1.5776071324944496
325,1.489318523555994
326,1.6684272749722004
327,1.8736181843280793
328,1.5920018461346626
329,1.4091538751125336
330,1.5158002611994743
331,1.8066165941953658
332,1.6237908694148064
333,1.5285289308428764
334,1.522747757434845
335,1.5270620362460614
336,1.8031689581274986
337,1.9498964262008667
338,1.9459448075294494
339,2.124624490737915
340,1.865860459804535
341,1.8433279919624328
342,1.6529602321982384
343,1.2673885062336923
344,1.5773751825094222
345,1.264661419093609
346,1.1819134643673896
347,1.6483581697940826
348,1.692052206993103
349,1.5418111205101013
350,1.659028160572052
351,1.437157962322235
352,1.464008821249008
353,1.8815620160102844
354,1.7160138726234435
355,1.613602659702301
356,1.7237203764915465
357,1.5800996828079223
358,1.8690938806533814
359,1.4377771997451783
360,1.5546923339366914
361,1.6506814289093017
362,1.6182001900672913
363,1.5209583687782287
364,1.7514040303230285
365,1.556359465122223
366,1.5213008522987366
367,1.4040296506881713
368,1.4477403521537782
369,1.5558601832389831
370,1.4054483377933502
371,1.406952350139618
372,1.5755346131324768
373,1.5793482899665832
374,1.6181305050849915
375,1.5594021081924438
376,1.4618605434894563
377,1.355109099149704
378,1.3808811819553375
379,1.3748553681373596
