,loss
0,0.09013745307922363
1,4.041694350242615
2,3.16656334400177
3,3.6555711603164673
4,3.5376965188980103
5,3.338425464630127
6,3.394762396812439
7,3.6106509828567503
8,3.333712058067322
9,3.4199360942840578
10,3.2444865608215334
11,3.207465853691101
12,3.2979198265075684
13,2.9814915800094606
14,2.835527493953705
15,2.8046898460388183
16,2.7597931528091433
17,2.7372802305221557
18,2.597350697517395
19,2.6770691156387327
20,2.7665309524536132
21,2.476089379787445
22,2.801176071166992
23,2.9201073050498962
24,2.428870792388916
25,2.425874078273773
26,2.663264594078064
27,2.7722994327545165
28,2.5903293180465696
29,2.412137553691864
30,2.4178521633148193
31,2.4456079149246217
32,2.6878888487815855
33,2.7291983270645144
34,2.5881733179092405
35,2.8079068756103513
36,2.5675990438461302
37,2.563204252719879
38,2.381680998802185
39,2.1061740899086
40,2.428408522605896
41,2.009934651851654
42,1.8200898694992065
43,2.190060703754425
44,2.2996791553497316
45,2.1224671244621276
46,2.252047851085663
47,2.0602554059028626
48,2.0058385515213013
49,2.4787471866607667
50,2.327786145210266
51,2.3163542461395266
52,2.340506501197815
53,2.1532401728630064
54,2.4081083393096923
55,1.9692816543579101
56,2.059033100605011
57,2.073151104450226
58,2.006896109580994
59,1.9167069053649903
60,2.249679925441742
61,2.052206780910492
62,1.9503605580329895
63,1.773326177597046
64,1.8577970027923585
65,1.9013122940063476
66,1.7324988627433777
67,1.6735020112991332
68,2.0262097978591918
69,1.95167578458786
70,1.9804741024971009
71,1.8965432906150819
72,1.8794310212135314
73,1.6959447479248047
74,1.6779117250442506
75,1.6473079466819762
76,1.6528576922416687
77,2.8450058364868163
78,2.345633625984192
79,2.2167445707321165
80,2.055286793708801
81,1.953422167301178
82,2.216435421705246
83,2.107217891216278
84,2.0708957695961
85,1.7778373646736145
86,1.5188222789764405
87,1.8923045003414154
88,2.3143039393424987
89,1.9282325077056885
90,1.7466823399066924
91,1.6013118779659272
92,1.7833712309598924
93,1.6111153393983841
94,1.7899295145273209
95,1.6071708464622498
96,1.852553400993347
97,1.7085849583148955
98,1.9734160923957824
99,2.164030010700226
100,1.816419848203659
101,1.6101531660556794
102,1.763648470044136
103,2.0638918536901474
104,1.8362300461530685
105,1.6983526229858399
106,1.6973333370685577
107,1.7717950835824012
108,2.060414472222328
109,2.1656787109375
110,2.143579683303833
111,2.4073725509643555
112,2.0749885296821593
113,2.0699903678894045
114,1.892392486333847
115,1.5141166597604752
116,1.841237839460373
117,1.4452243059873582
118,1.2853158006072045
119,1.7781669175624848
120,1.8599988889694214
121,1.7083353400230408
122,1.862975950241089
123,1.635984423160553
124,1.6122886180877685
125,2.0434506726264954
126,1.8935843777656556
127,1.8172174906730652
128,1.8894991064071656
129,1.732159116268158
130,2.0206785225868225
131,1.564700675010681
132,1.6814521074295044
133,1.7677989792823792
134,1.714933705329895
135,1.616823091506958
136,1.87830881357193
137,1.681041350364685
138,1.628547170162201
139,1.4817305994033814
140,1.5430470085144044
141,1.6308478116989136
142,1.4825522136688232
143,1.474870858192444
144,1.6715662503242492
145,1.7284265851974487
146,1.713704617023468
147,1.6438933539390563
148,1.5930203342437743
149,1.436473489999771
150,1.4325433707237243
151,1.4332240116596222
152,1.4613662624359132
153,2.541719741821289
154,2.041308171749115
155,1.863846172094345
156,1.7103573602437974
157,1.6568351730704307
158,1.9245540821552276
159,1.8240871062874795
160,1.8240194725990295
161,1.4362113976478577
162,1.2229050022363663
163,1.6204316225647926
164,2.049763017296791
165,1.653812407851219
166,1.5092222464084626
167,1.3952401173114777
168,1.5716446277499199
169,1.3326062080264092
170,1.5847425505518913
171,1.3998298314213753
172,1.649476426243782
173,1.5223639315366746
174,1.748850582242012
175,1.9121965131163596
176,1.6398084038496017
177,1.4222531646490097
178,1.5689910542964935
179,1.8491756038367748
180,1.6613839197158813
181,1.5403304807841778
182,1.5291127413511276
183,1.5741392803192138
184,1.8685461050271988
185,1.9688549470901489
186,1.973570508956909
187,2.2217443442344664
188,1.9080308437347413
189,1.8641313958168029
190,1.6833643132448197
191,1.2499990999698638
192,1.6364226496219636
193,1.281556275486946
194,1.1654502199590207
195,1.654256756901741
196,1.7014436626434326
197,1.552424237728119
198,1.696570837497711
199,1.4407566201686859
200,1.4385086512565612
201,1.8720184564590454
202,1.7448196983337403
203,1.642996482849121
204,1.749878807067871
205,1.5928552293777465
206,1.8791231155395507
207,1.4416725647449493
208,1.5567823266983032
209,1.6493704175949098
210,1.6171885466575622
211,1.5047886395454406
212,1.7569360685348512
213,1.5667461729049683
214,1.5281198716163635
215,1.3829826951026916
216,1.444103047847748
217,1.5375301384925841
218,1.399413869380951
219,1.4084106540679933
220,1.557970564365387
221,1.6273320198059082
222,1.5952399635314942
223,1.542176034450531
224,1.4829633617401123
225,1.3391693437099457
226,1.3453810501098633
227,1.3511872589588165
228,1.3772503244876861
229,2.3115345180034637
230,1.8413496971130372
231,1.7103164625167846
232,1.5756727397441863
233,1.5316762870550156
234,1.8000868409872055
235,1.6917384147644043
236,1.6882410216331483
237,1.2909663285315036
238,1.1022517465054988
239,1.5062178546190261
240,1.9348580074310302
241,1.490540000498295
242,1.3870694175362588
243,1.2820209059119225
244,1.4516344673931598
245,1.1742858573794366
246,1.4642911471426487
247,1.312082639783621
248,1.5488221600651741
249,1.4242670188844204
250,1.6223610319197177
251,1.7810660928487778
252,1.5441191942989827
253,1.3310780784487724
254,1.4707145585119725
255,1.726388455480337
256,1.5701807184517385
257,1.4580379442870617
258,1.4461456513404847
259,1.481117498278618
260,1.7528959646821023
261,1.8491915464401245
262,1.8738234806060792
263,2.0921179962158205
264,1.8016948676109314
265,1.7392534947395324
266,1.5388902890682221
267,1.0734327551722527
268,1.5024894532561301
269,1.1881147056818009
270,1.10324850410223
271,1.5701189416646957
272,1.6213537514209748
273,1.4724612760543823
274,1.5949245953559876
275,1.3312742042541503
276,1.3505283677577973
277,1.7809650707244873
278,1.6590795707702637
279,1.5458973085880279
280,1.6570474600791931
281,1.5089051365852355
282,1.7970679497718811
283,1.3698316490650178
284,1.48506618142128
285,1.5713369131088257
286,1.551548581123352
287,1.4393727707862853
288,1.6773997712135316
289,1.495022337436676
290,1.4701285719871522
291,1.3315901064872742
292,1.3829268550872802
293,1.4848139452934266
294,1.3404475951194763
295,1.3680937933921813
296,1.48059339761734
297,1.5380551600456238
298,1.5052296209335327
299,1.4712769138813018
300,1.4163320410251616
301,1.2875335729122162
302,1.2979032063484193
303,1.2973442661762238
304,1.3235304582118987
305,2.1693432772159578
306,1.6980703532695771
307,1.618839856684208
308,1.489277212023735
309,1.4512106178700923
310,1.70255077958107
311,1.5989668710529805
312,1.5952161456644536
313,1.2111048445105552
314,1.0330780996382236
315,1.4353340049088001
316,1.8575928086042404
317,1.3802596738934516
318,1.305038843601942
319,1.2201405477523803
320,1.3821359983086585
321,1.1005040366947652
322,1.3872545213997365
323,1.260522461384535
324,1.4834944634139537
325,1.3682642486691474
326,1.5306474184989929
327,1.682407028377056
328,1.4789779405295849
329,1.276947005391121
330,1.4024891655147076
331,1.6326413033902645
332,1.4980675336718559
333,1.4067819021642207
334,1.3982849413156508
335,1.415617658942938
336,1.6549055732786655
337,1.7568728590011597
338,1.7971054792404175
339,1.9983740401268006
340,1.7270940351486206
341,1.6680148673057555
342,1.4407532861828805
343,0.9642313922941684
344,1.425484782010317
345,1.1203612853586673
346,1.0655427469313146
347,1.5050235605239868
348,1.5667576205730438
349,1.4202252531051636
350,1.533469738960266
351,1.2634191417694092
352,1.2893997895717622
353,1.7080069017410278
354,1.5991487407684326
355,1.4732023990154266
356,1.6009050941467284
357,1.45212863445282
358,1.7356734919548034
359,1.3193522822856902
360,1.438356192111969
361,1.5166812181472777
362,1.5037788462638855
363,1.3946580862998963
364,1.6188109922409057
365,1.436522798538208
366,1.4273465049266816
367,1.2960313725471497
368,1.3393595552444457
369,1.4406072533130645
370,1.2966303598880768
371,1.3383608961105347
372,1.4291192936897277
373,1.4761252665519715
374,1.447472438812256
375,1.4153074467182158
376,1.368590521812439
377,1.2457044100761414
378,1.2614035773277283
379,1.2594431519508362
